1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,2,0,2,1,2,1,0,3,2,0,1,1,0,3,0,2,1,3,4,0,3,0,3,1,1,6,8,6,5,3,4,2,5,9,0,1,0,5,14,11,8,7,9,17,5,18,7,25,21,21,24,45,21,27,30,29,24,11,25,14,33,22,33,27,43,35,23,41,13,17,14,22,12,23,32,32,23,20,32,27,18,19,30,28,33,25,25,19,31,20,38,30,34,21,45,20,11,13,38,25,27,12,20,28,31,23,27,26,19,20,44,30,37,22,13,14,19,7,26,10,26,26,17,27,19,30,22,21,22,27,36,31,24,11,27,28,27,37,16,14,20,23,26,26,25,10,35,28,19,33,35,22,13,26,29,30,38,26,13,9,41,33
1.0,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.2857142857142857,0.375,0.3333333333333333,0.3,0.2727272727272727,0.3333333333333333,0.3076923076923077,0.2857142857142857,0.26666666666666666,0.3125,0.29411764705882354,0.3333333333333333,0.3157894736842105,0.3,0.3333333333333333,0.36363636363636365,0.391304347826087,0.375,0.36,0.38461538461538464,0.37037037037037035,0.39285714285714285,0.3793103448275862,0.36666666666666664,0.3548387096774194,0.34375,0.36363636363636365,0.38235294117647056,0.4,0.3888888888888889,0.3783783783783784,0.39473684210526316,0.4358974358974359,0.425,0.4634146341463415,0.47619047619047616,0.5116279069767442,0.5227272727272727,0.5111111111111111,0.5652173913043478,0.5957446808510638,0.5833333333333334,0.5918367346938775,0.6,0.5882352941176471,0.6346153846153846,0.6226415094339622,0.6481481481481481,0.6545454545454545,0.6964285714285714,0.7543859649122807,0.7413793103448276,0.7796610169491526,0.7666666666666667,0.8032786885245902,0.8064516129032258,0.8095238095238095,0.890625,1.0,1.0757575757575757,1.1343283582089552,1.161764705882353,1.2028985507246377,1.2142857142857142,1.267605633802817,1.375,1.356164383561644,1.3513513513513513,1.3333333333333333,1.381578947368421,1.5454545454545454,1.6666666666666667,1.7468354430379747,1.8125,1.9012345679012346,2.0853658536585367,2.1204819277108435,2.3095238095238093,2.364705882352941,2.627906976744186,2.839080459770115,3.0454545454545454,3.2808988764044944,3.7444444444444445,3.934065934065934,4.184782608695652,4.462365591397849,4.723404255319149,4.926315789473684,4.989583333333333,5.195876288659794,5.285714285714286,5.565656565656566,5.73,6.0,6.205882352941177,6.563106796116505,6.836538461538462,6.9904761904761905,7.311320754716981,7.364485981308412,7.453703703703703,7.513761467889908,7.6454545454545455,7.684684684684685,7.821428571428571,8.035398230088495,8.24561403508772,8.373913043478261,8.474137931034482,8.675213675213675,8.830508474576272,8.907563025210084,8.991666666666667,9.165289256198347,9.319672131147541,9.512195121951219,9.637096774193548,9.76,9.833333333333334,10.0,10.078125,10.294573643410853,10.446153846153846,10.625954198473282,10.704545454545455,10.962406015037594,11.029850746268657,11.02962962962963,11.044117647058824,11.24087591240876,11.340579710144928,11.453237410071942,11.457142857142857,11.5177304964539,11.633802816901408,11.76923076923077,11.847222222222221,11.951724137931034,12.047945205479452,12.095238095238095,12.14864864864865,12.36241610738255,12.48,12.642384105960264,12.703947368421053,12.705882352941176,12.714285714285714,12.754838709677419,12.717948717948717,12.802547770700636,12.784810126582279,12.867924528301886,12.95,12.975155279503106,13.061728395061728,13.098159509202453,13.201219512195122,13.254545454545454,13.301204819277109,13.353293413173652,13.43452380952381,13.568047337278106,13.670588235294117,13.730994152046783,13.715116279069768,13.791907514450868,13.873563218390805,13.948571428571428,14.079545454545455,14.090395480225988,14.089887640449438,14.12290502793296,14.172222222222222,14.237569060773481,14.302197802197803,14.360655737704919,14.33695652173913,14.448648648648648,14.521505376344086,14.545454545454545,14.643617021276595,14.751322751322752,14.789473684210526,14.780104712041885,14.838541666666666,14.911917098445596,14.989690721649485,15.107692307692307,15.16326530612245,15.152284263959391,15.121212121212121,15.251256281407036,15.34
